content,sentiment
"💭 ngecrushin org krnh formalitas nggk ap ap kan? Takut tmn² sender mikirnya sender cmn suka cwo fiksi ama cwo kpop doang pdhl mah iyaa :)

t i t i p a n",C
"💭 ini lumpia basah tapi pake ketiwaw, trs minumnya thai tea gocengan https://t.co/Y9flwdYnI6",N
"💭 aku baru mau beralih ke korean skincare, menurut kalian mending nyoba set cosrx atau axis-y? thank u https://t.co/QR8u7Aa1Vx",C
💭 main qrt random yuk,O
💭 kalau ada yg balas reply kita terus pakai ujung -ns itu mksdnya apa ya?,O
🤍 gue kira sekarang minggu😭,N
💭 kenapa ya setiap ketemu mas crush tuh perut tiba tiba mules sama langsung keringet dingin apalagi kalo disamperin,N
🤍 qrt yukk bebas context,O
"🤍 hey! boleh minta semangat nya? 2 bulan lagi saya sama mas pacar mau tunangan, udah 7 tahun pacaran. hari ini dia ketauan selingkuh dan ternyata nge-seks sama mantan nya sekitar 5 bulanan ini, sakit hati banget sama malu ini aku gemeter masih engga percaya😔",O
"🤍 saranin anime yang se genre kaya jjk, naruto, demon slayer dong",O
Lagi pada ngapain? 💭,O
"🤍 sender lagi ngecrushin orang, kalo lagi berdua bawannya canggung bgt mana gw tremor parah natap mata aja gaberani huhu",N
🤍 SWNDER MAU DIKENALIN KE ORTUNYA PCAR SENDEEERR PLISS ADA DO'S &amp; DON'T NYA ENGGAAKK YAA,N
"kalo lagi sedih di jam segini, rasanya pengen mandi terus keramasan supaya kpla seger 😩 🤍",N
💭 kalian punya inspirasi outfit ga sih? kalo ada coba reply influencer/selebgram berhijab yg sering ngespill outfit gitu dong,O
"💭 kalo ada cowo yg carenya cuman pas lagi ketemu (di kampusl/pas lg nongkrong), tp setelahnya ga pernah ngechat lagi tu knpa yh",O
"Hi. I'm still awake and need a little advice here. Does anyone want to help me? Hehe. Jangan lupa check dm request, ya! 💭",O
knph sy jadi ngecrushin cowo rl kembalikan diri sy yg ngecrushin cowo kpop 💭,N
🤍 coba tag crush mu yang keren itu,O
💭 sumpah ya benci banget punya sifat cemburuan ketika sahabat kita tiba2 lebih deket sama orang lain,N
🤍 let's forget and forgive from the pain you've got from this month~,O
bm mie ayam 😭 🤍,O
🤍 ayo tidur kak,O
🤍 ngecrushin mantan gini amat ya ha ha ha,N
Saranin film/series yang pemeran utamanya tu pinter dong 🤍,O
🤍 how much i want to meet u https://t.co/qSERuwrtOJ,N
MAM MIE YUK 🤍,O
💭 guys coba sebutin merk make up/skincare yang udah bpom tpi ramah dikantong pelajar.,O
"💭 sblm oktober berakhir, tinggalkan pesan utk seseorang tanpa menyebutkan namanya",N
"💭 lagunya enak bngt, dah mana suaranya adem bener 😭😭 bikin mleyott https://t.co/81jNw5kKRq",N
💭 Plonga-plongo tau-tau udah pagi,N
"💭 Gak papa jarak kita jauh, tapi hati kita jangan",N
"Perasaan udah dibales, pas cek wa lagi ternyata belum kebales😭 🤍 https://t.co/6Hk0U9Gc3O",N
💭 dah pada bangun atau bobo belum? siapa yang mau puasa senin?,O
"🤍 knpsi temen gw cowo kalo ketemu mesti basa basinya nanyain cowo gw kemana, pdhl cowo gw ga temenan ama dia. yg tipikal begini tuh mksdnya nungguin kita putus trs pengen pdkt, apa emng cuma sekedar basabasi siii",N
"🤍 TW // 18+, NSFW, sexual assault

titipan.. https://t.co/mT0Jyo0Ooh",O
"💭 gais, cowokku upload ginian wajar kan ya? i mean aku tanya jangan? kenapa? atau gausah https://t.co/aIyiEUINv3",O
💭 guys boleh kasih saran ngga? Prefer sepatu PVN atau Sovella? Dan kenapa? Terima kasih yaa😭🙏❤,O
bangun tidur gini ngerasa glowing karena malemnya skinkeran. mantep euy 🤍,N
💭 ada yg tau apk buat baca pesan WA yg udh di hapus ga atau cara lain gitu supaya bisa ke baca udh liat google ga work thankies yoo,O
"🤍 pagi~ pap suhu tempat kalian dong, mulai dari sender https://t.co/9z25y2Nd15",E
💭 gais rekomen lip serum yang bagus buat cerahin dung,O
"💭 charger kalau dipake bareng-bareng jadi rusak ga sih? di rumah semua hp pake chargeran aku soalnya, mau blg ga boleh disangkanya pelit ntar:( serba salah",C
💭 kasih pendapat kalian yaa.. aku akhir2 komunikasinya lagi ga baik2 aja sama cwo aku. Sempet berantem juga kemarin. Baiknya langsung aku omongin apa yg aku rasa atau harus nunggu emosi dua belah pihak reda yaa,O
Kenapa setiap hari rasanya unmotivated banget... 💭,N
💭 mending nginep di rumah temen atau tidur di rumah sendirian?,O
🤍 Takut kepengen BAB di Sekolah 😔,N
💭 promo mcidi ini hari ini masih berlaku ga https://t.co/z3mDSWkuco,O
"💭 please recommend sender buku tentang putus asa, makasii",O
🤍 kalian tim yg mana? Kalo tidur hp dimatikan atau cuman pake mode pesawat?,O
💭 today is my sweet 17,O
💭 makasih yang udah jawab 💗 https://t.co/ofoKv3780Z,O
"💭 senin lagi senin lagiii, back to reality 😢🙂💪",N
lucu banget tampilan télégram ala Halloween 💭 https://t.co/Mpi4OLDrC1,N
"💭 ceritanya semalem emg lagi badmood sama temen, tapi dia ngeh bgt aku badmood tapi aku pgn ketemu Ya Allah kangen bgt mana LDR :( https://t.co/2YetLf95ns",N
💭 nmr yg udah kedaftar di sini tuh bisa diganti ga guys? Nanti bakal ngaruh ke kartu ateemnya ga? https://t.co/njnxdfuqMc,O
"💭 kapan ya hujan duit gitu anjir, seret bgt dompet",N
"Wkwkw kemaein gue upload foto lagi liburan, terus sekarang gue sakit. Mau izin ga masuk sekolah dulu takut temen-temen pada nyautin ke guru ""lah kmrn perasaan liburan"" 💭",N
"💭 Aku kan punya banyak file drakor di laptop, terus aku hapusin. Waktu di Recycle bin juga aku hapus permanen (niatnya supaya storage laptop aku balik ke semula seperti sblm ak download drakornya). Tapi kok ga berpengaruh ya? Storage aku tetep stuck di angka itu aja. (cont)",C
Gimana ya supaya bener-bener bisa hapus permanent agar storage balik lagi ke semula?,O
🤍 males ga sih lo punya temen yg gamau kalah bahkan soal hal kecilpun?,O
🤍 males ga sih lo punya temen yg gamau kalah bahkan soal hal kecilpun?,N
"💭 morning everyone! ada yang jago excel ga ya? soalnya sender mau minta tolong, thank youu -!!",E
"🤍 CW // LUKA MERAH MERAH

Guys mau tanyaa, orang kena asam urat tuh kalo kambuh kakinya bisa sampe merah2 gosong gitu kah?  Bokap ku ada asam urat dan tiap kambuh selalu merah gitu kakinya, tapi yg skrng tuh merah nya bener2 merah, bahkan betis bagian depannya sampe (cont)",C
"kayak gosong gitu.. dan ini udh 3 hari ga kunjung ilang merah2nya, padahal biasanya 1 atau 2 hari juga udah ilang.. itu gapapa kan ya? Masih ditahap wajar kan?😔",C
"🤍 love you, guys",E
🤍 Drop last pict on your gallery~ https://t.co/s9bkUDPa4s,O
"🤍 selamat pagi, salam sejahtera untuk kita semua 🫶🏻",E
"💭 hai kamu, gimana rasanya jadi ""everyone's crush""?, bahkan pacar ku pun ngebayi bayiin kamu😄",N
💭 titipan ya guys ya xixixi https://t.co/S6MISqSwDn,O
"💭 mau tanya gais, suhu badan 37.5 itu normal atau ngga??",C
"🤍 hari ini sender ulangan biologi, doaiin lancar 😥🆗",E
"🤍 morning after break-up ada rasa nyeseknya sendiri yaa ... happy monday semuanya, hope you have a good one!",N
pagii yu bantu sender [titipan] 💭 https://t.co/elwoKpEQTB,E
🤍 mood hari ini : tertawan hati - awdella,N
"pagii, hari ini kegiatan nya apaa ajaa? 🤍",E
💭 sebutin 3 fun fact tentang kamu!,O
Awali senin pagimu dengan tugas 💭,E
💭 met pgie kawans,E
🤍 SARAN LAGU BUAT CRUSH YANG SUKA SAMA ORANG LAIN 😔😔😔😔😔,O
🤍 Selamat pagi anak anak,E
🤍 recana hari ini mau ngapain?,O
💭 CRUSH GUE LUCU BANGET SUMPAHH WRWRJWHSKHSDLSBGKSBDJSNBSK jadian yuk https://t.co/tjlKtVyhY8,N
"💭 i hate the idea of people come and go, i want they to stay or don't ever come😔",N
🤍 ada yg tau ga cara bedain pesan dari bot sama pesan asli dari ngl link tuh gmn?,O
Kalo capek piskis izin sekolah sehari gapapa kan? jujur ini gakuat bgt dari bangun tidur hawanya ga semangat kaya biasanya dan pengen nagis terus 💭,O
Kalian tipe orang yang gabisa denger ketypo an dari pelafalan gak misalnya kertas folio tapi temen gw nyebutnya kertas portofolio 🤍,O
🤍 kalian saling fllw second ig sama pacar ga?,O
🤍 guys Netflix ngabisin banyak paket gak? 😥,O
LUCUUUU INI DI LINEE 🤍 https://t.co/1SFkKxBPrL,O
💭 aku bosen ke rs mulu..😔,N
Km suka cuaca yg cerah atau yg mendung 💭,O
"💭 no sal ty 
kalo ga lanjut sekolah (sma), terus ikut kursus gitu dapet ijazah sma ga ya? jujur aku udh ga kuat sekolah🥲",O
"Kalian punya temen yang sering salah sebut barang gak? Misalnya BEM jadi BIM, folio bergaris jadi portofolio bergaris kadang bikin esmosi pas otak lagi panas disuruh mikir lagi 🤍",O
🤍 pagi kamu,E
guys alhamdulillah kmrn udah bs dibatalin. makasih ya saran2nya🙏  🤍 https://t.co/6wElNqfdgk https://t.co/nyqLG4KLLi,E
"Bumi bulat ❌
Bumi datar ❌
Bumi love ✅ Karena aku cinta kamu 🤍 https://t.co/uyhEnDl6RH",N
💭 AKU CAPE. TP GAPAPA. INGAT KATA PAK MENTRI ANAK BANGSA PASTI BISA. AYO SDIKIT LAGI /menguap https://t.co/q9g3rJhDSp,N
"💭 capek banget habis kemah, wajahku gosong  ㅜㅜ",N
"💭 guys, di appmus itu ada ga sih link-link yg kyk di spotify? misalnya iceberg, mytop10, statsforspo",O
met pagiii 🤍,E
🤍 yakinin sender gaiss:) https://t.co/nxrMr34b19,O
"Seru bgt, join boleh gk ya? 🤍

Cr: base sebelah. https://t.co/aNqgciQ2NQ",O
🤍 chatan sama lawan jenis pas punya pacar itu udah termasuk selingkuh?,O
"💭 Aku punya mutual. Dia ini si yg paling gak ekspos rls gitu. Kyk selalu nyindir ""pacar itu gaperlu diekspos, ss chat kek dll."" Kek???? Kalo punya prinsip sendiri ya gaperlu jatohin orang gitu gasih. Wdyt soal pacaran diekspos &amp; tdk diekspos?",N
🤍 Udah ngopi belom?,O
"ada kucing tetangga masuk ke rumah ngumpet dibawah mesin cuci 😭 gimana ya mancingnya biar keluar, blm ada yang nyari, tapi takut dikira nyuri 😭 💭 https://t.co/EC5uowTm2f",O
🤍 bantu ayah sender untuk memikirkannya https://t.co/8F4Iv7DB6C,O
💭 biar matanya gak kuning &amp; bisa putih bersih bening gitu gmn ya?,O
🤍 your today tmi,E
"pick your team:
emak emak hobi invest emas vs. anak muda hobi ngonser 🤣 🤍 https://t.co/62AuLJb9uu",N
💭 guys minta tolong editin yang lucu lucu gituuu mau aku post buat sg heheheh makasih yaaa 🤍🤍 https://t.co/NTR6kepDHg,O
"💭 titipan.
CW // tiktok.
masih pagi ya allah 😭 https://t.co/QUtNNCv5iH",N
"🤍 cape ngemis perhatian mulu, ayo suruh sender mundur!!!!!!!",N
🤍 akun twt mu mutualan sama temen rl?,O
"🤍 kalian perna ada difase enek ngeliat temen sendiri ga?
sender enek bgtt karna dia suka cafferr😭🙏🏻",O
🤍 minta sarannya ya guys https://t.co/1sx7fc7824,O
💭 sakit batuk ama panas bleh mkan mngga ga si,O
💭 belajar berdasarkan teori zaman purba 😭😭🙏 https://t.co/LykjNSrExN,N
"🤍 Aku simpen kontak dia udah 4 tahun lebih, dari awal dia minta dinamain kayak gitu. Dan sampe sekarang aku gatau nama aslinya siapa 😭 https://t.co/aJu4t0xmDb",N
"kalian klo ada info webinar² free yg umum gtu share dong. Aku ingin menambah wawasan. Ea 😎
Tia 🤍",O
"🤍 selamat pagi adik adik 
https://t.co/0AUeWrSxPj",E
💭 Guys PNS terimagaji tgl berapa sih? tgl 1 kah??,O
💭 heran dah ada orang berbuat baik malah kena suudzon terus itupun buktinya ga valid cuma berdasarkan asumsi,N
🤍 cara biar bh iphone ga cepet turun gimana guys? and wajarnya bh turun bakalan seberapa banyak dalam kurun waktu brp lama?,O
"🤍 fyi, 61 hari lagi udah 2023.",E
💭 gais enaknya pake iPad atau laptop kalo buat kuliah? sender bingung bgt..,O
🤍 guys saran bordirannya bagusan yg mana? https://t.co/9UWbsoN8u3,O
💭 gimana? ottoke? ? ? ? ? https://t.co/9aHCedIdEG,N
"🤍 guys ini temen cowo gue ultah, ngasih kado apa ya? Kalo bisa jangan mahal mahal💀 thankss❤️",O
"💭 Guys maaf klo oot, tapi aku mau nanya kalo beli product nya 1mplora tuh offline nya ada dmn aja ya? soalnya di d4andan gada :( makasih",O
💭 mimpi gw abis tidur subuh random banget. kalian gitu juga ga,N
"🤍 kalau lagi puasa terus bersihin gigi pake lidah itu bikin batal gak? Aku gak sadar, setelah bersihin baru mikir ini membatalkan apa nda gitu",C
"💭 spill ootd kalian yg keren itu buat ke pantai dong, kl bisa buat badan agak berisi yaa. sender plus size soalnya eheee 

tysm❤️‍🔥",O
🤍 guys mau nanya kalo pake pln pascabayar berarti pemakaian bulan september aku lunasin/bayar di bulan oktober kan? pengertiannya bener gak?,C
boleh minta sarannya? makasih!! 🤍 https://t.co/bzJ2eHK0G4,O
"💭 please no salty yah, aku beneran lagi pusing. Thx sebelumnya https://t.co/cIdND4sz8N",O
"cw // kulit muka // kulit wajah // kulit terlupas // mengelupas 

aku lagi rutin pake skinker baru nyoba sih tapi setelah pemakain seminggu kulit muka ku jd mengelupas gini wajar ga si? ga gatel atau efek lainnya sih, ini kenapa ya? atau krn cocok? 💭 makasih sebelumnya https://t.co/myaZel1vo1",C
"💭 sender cwek, td malem prtama kali cobain vape pke vape temen, trs sender jd pngen coba lg🥲 takut kecanduan🥲",N
💭 user appmus drop your replay music apple artist https://t.co/V7qjaULfW8,O
"🤍 guyss wta donggg, thanks yg mau jawab! https://t.co/tOe2siGFxs",O
"🤍 Kenapa sih pacarnya mantan selalu stalking mantannya doi mereka? Aku udah punya pacar aja tetap diganggu, enak kalo stalking cuma sampe IG. Ini LinkedIn, WhatsApp, Facebook, Twitter bahkan sosmed pacar ku sampe dicari tau dan di teror buat ga ngedeketin 'pacarnya' lagi. (cont)",N
Aku gak akan mengganggu hubungan orang kok! Aku punya prinsip kalo orang terdekatku sudah punya hubungan dengan pasangan mereka ya aku harus menjaga jarak untuk menghargai pasangan mereka. Aku tetap berteman dengan mantanku karena kami sahabatan sejak SD dan sekarang kami (cont),N
"udah usia 26 tahun, aku sudah bilang ke pacarnya dan ke mantan aku untuk stop stalking tapi si cewe ini tetap stalking. Jujur aku kasihan sama mantanku, karena pacarnya tiap kali kami kumpul tongkrongan pasti ada aduan dari circle kami tentang pacarnya dan dia cuma bisa (cont)",N
minta maaf.,N
🤍 cara ga ngantuk waktu kelas gimana?,O
💭 ada yg pernah b3li barang lewat sociolla trs pick up sendiri ke store nya ga? itu nnti gmn yh ambilnya? langsung bilang ke penjaganya kahh??,O
"🤍 cara negur tetangga yg hobi karokean sampe subuh gimana ya? Pusing bgt jujur. Ditegur baik2 malah ngomong ""saya warga asli sini sedangkan kamu tuh pendatang jadi gausah sewot"" tau kok saya warga baru tapi saya punya hak juga buat nyaman.",O
🤍 cowoku bener-bener 😭 mentang-mentang sama-sama libur https://t.co/QKGY2F4yoV,N
"menurut kalian, mapel apa yg hrus dipelajarin minimal buat anak2 seumuran sd? contohny kek inggris, mate, dll 🤍",O
🤍 Pagi² ovthnkg sampe sakit perutt😖😖,N
"💭 Kalian ada ga si ortu yang sering bilang gini ""kamu mah gausah mikirin uang belajar aja yg bener, biar uang urusan mama sama ayah""

Tp giliran mau minta uang dibilangnya boros banget padahal buat keperluan alat kuliah juga 😭

Tp ujungnya tetep dikasih sih walau (cont)",N
"diocehin gitu dulu
Bingung harus ngerasa gimana",N
🤍 saling sayang,E
"🤍 minta pendapatnya ges

titipan https://t.co/l1fCVSb18J",O
"🤍 guys ada yg tau nggak, film Korea, ceritanya 1 keluarga (ayah ibu &amp; anak perempuan) dapet undian jalan-jalan ke Hawaii, tp selama di pesawat dibajak gara-gara ada mata-mata yg dicurigai dan ternyata itu si istrinya. Btw mrk 1 pesawat sama aktris. plis bantuin aku guys (cont)",O
"buat yg tau, makasih banyak!!!",E
"🤍 jarak rumah ke kampus 8 jam, sementara ini aku tinggal dirumah sepupu aku tapi aku diperlakukan seperti pembantu bahkan makan pun aku gaboleh bareng mereka. Aku ga berani ngadu takut ortu aku sedih, aku tau aku anak bidik misi dan anak pemulung tapi jujur aku sakit (cont)",N
hati diperlakukan buruk begini 😔,N
gaiss sharee dong doa2 atau apapun yang beneran berhasil 🤍 https://t.co/0c5a7STPra,O
"🤍 tw // mentioning sexual harassment , pelecehan seksual

seriously asking, sebagai cewek kalau di rumah sendiri pake kaos lengan pendek, celana sepaha / boxer / celana pendek / hotpants itu GAK SALAH kan?? wajar kan?? kalau misalnya pas pake pakaian kayak gitu terus (cont)",C
terjadi pelecehan itu bukan salah pakaian kita kan? apa kalau ke teras rumah pun harus ganti pakaian yg tertutup dulu?,C
💭 Survey berbayar yg masuk ke Paypal itu apa aja ya yg bener2 works? Soalnya udah coba tpi blm pernah dapat :'),O
"ada yang tau resto kue, bolu, atau pisang molen kotakan macem-macem sejenisnya di goujek ga daerah jaktim? buat stok kalo pengen nyemil nih tapi gatau tokonya 😔 💭",O
"💭 guys rekomendasiin laptop yang aman (ga lemot) dipake dari smt 1 sampe lulus, help sender please, thanks🙏",O
💭 ada yg maen game landlord sim gak? mau nnya dong pls ak bingung bgt ini bangunannya nanti sebelah mana ya? mau bikin tp bingung lahan nyaa ga ada tanda https://t.co/OpIX8K2btb,C
💭 berikan saran terbaikmu https://t.co/Adzh9Zn6du,O
🤍 guys tolong bantu jwb ya https://t.co/JE0JkJ3CmY,O
"Kalau Line di clone in dengan beda nomor itu Line satu nya gabakal kenapa-kenapa kan, ya? 🤍",O
🤍 guys bagi jadwal kegiatan diet kalian dong - tia,O
💭 ini cht sender waktu minta save ke crush (titipan) https://t.co/CkQmiIofl2,N
💭 glowing apa berminyak itu? hehe,N
Gimana sih supaya ga gregetan sama temen yang telmi parah 🤍,O
💭 halo minta tolong dong. bagusan yang mana ya kiri sama kanan? timaacii. https://t.co/MVD98JwIgT,O
"🤍 cw // LGBTQ+

apakah yg bi kebanyakan akan end up nikah sama lawan jenis? karna mungkin itu pilihan yg lebih masuk akal dan gak ngerepotin gak sih.. soalnya aku gitu kayaknya",N
"💭 baru tau kalo sahabat gw suka juga sama crush gw, tapi sahabat gw gatau kalo gw ngecrushin orang yang sama. akhirnya gw tetep support dia, walau hati hancur menjadi remah-remah.",N
"🤍 cara ngajak “eh lu gamau ketemu gue dulu apa, sebelum ntar sebulan kita ga ketemu” ke temen cowo (diam-diam crush) dengan cara yang lebih ga ketara gimana ya 😭 help takut banget kangen ntar beda negaraaa 😭😭😭",N
"🤍 gaji: dari bank dia datang, ke bank juga dia pergi",N
"💭 Minta info kos rekomended daerah tebet (pria / campur) dong, range 1 - 1,3 jt perbulan, makasih 😁",O
"guys jd kan blm lama ini kucing aku matiii, trs aku nangis2 terus kan dpn mama aku,trs dia ngatain aku ""Tibang kucing doang nangis,lebay"" trs aku ngambek/marah sm dia 2 hari, aku gasuka dikatain kaya gitu, trs aku gamau ngomong sama sekali sm dia.
trs kmrn tbtb dia (cont)",N
"kekamar aku bawa-bawa kucing kecil yg mirip bgt kucing aku yg udh matii, katanya itu buat aku biar ga sedih lg. aneh bgt gasih dia 😭😭 🤍",N
🤍 saran kata kata buat yearbook yg kocak pake bahasa inggris,O
"💭 kalian berada di pihak pro atau kontra kalo anak ngelakuin kesalahan, orang tua menghukum dengan cara menghentikan uang saku nya?",C
"🤍 ada yg tau info jual motor matic  second gak yg masih lengkap surat2nya dan kondisinya masih layak, dom bekasi lg butuh bgt mau beli motor baru blm ada dananya🥲",O
"💭 mau nonton ama temen, mending yg mana ya guys?? thank you https://t.co/WwGeTlRwR4",O
"🤍 halooo aku ada tugas angket gform sosiologi yang butuh tanggapan kalian, ada yang bersedia bantu isi gaaa??? nanti link nya aku reply!",O
"[T I T I P A N] 💭

Ada yg tau nggk itu film apa? https://t.co/yHmolNEoSG",O
"💭 dari kedua produk shampo anti hair fall ini, lebih ampuh yang mana guys? https://t.co/qYu6MLWALV",O
🤍 ada yg punya textnya ga https://t.co/xJHXXCdvUQ,O
"🤍 nomor w dijadiin nomor darurat sama temen SD buat p1njool, nah kang pinjol nya wa  w trs, sampe di telfon padahal posisinya sama temen w yg pinjol ini ga berhubungan lama. Dan dia ini dr dulu keliatan orang kaya juga. Ganggu bgt sumpaaah",N
"🤍 Halo, boleh kasih aku saran? Bingung, pilih kacamata atau ikut les, ini les yang aku pengen banget (._.`) budget buat les udah cukup, sedangkan buat kacamata harus masih nabung lagi. Tapi minus aku nambah dan udah harus ganti, gimana ya? 🥺",O
🤍 kalian ada yg diet pake metode intermittent fasting? kalian puasa dri jam brp sampai brp? Di tambahi olahraga juga ga?,O
🤍 umur 20 ponian aneh ga si? aku mau ponian,O
"🤍 guyssss sorry mau nanya karna ga nemu jawabannya, battery health aku ngurangin 2% dlm waktu 7 bulanan itu masi aman ga sih? Emg cuma ngurangin 2% cuma efeknya emg jd boros bgt sih jadinya batrenyaa",C
"💭 gais, gimana caranya ngadepin orang yang sukanya cerita terus tentang dirinya tapi giliran kita cerita dia gamau dengerin?",O
💭 Guys ada yg pakek smsung A31 ga ya? Kamerany menurut kalian bagus ga sih?,O
"💭 ya allah seseneng itu, aku anak rantau terus tbtb kangen sama masakan minang sm melayu, udah cari cari disini rasanya pada gak sama dan umumnya nyesuain cita rasa daerah yang aku tempatin.

tapi akhirnya aku nemu resto yang jual rasanya identik sama masakan daerah (cont)",N
aku😭😭😭😭 aku makannya sampai nangis krn kangen dan enak bgt,N
💭 coty manis https://t.co/Kxhx4qK5r5,N
"🤍 gimana caranya bikin alis yg mulus? aku kalo ngalis masih keliatan bulu alisnya, sekalinya ga keliatan malah ketebelan",O
💭 ngerasain ngga tadi? stay safe yaaa https://t.co/uXHiKAx1TA,O
"💭 dm tiktok klo kita read ketauan read ga? aku baru tau tiktok ada fitur dm wkwkwk, makasihh",O
"🤍 Happy birthday Clarissa @/clrsspwn, wish you all the best!",E
💭 yallah pengen ngerasain menang giveaway sekali aja,N
"💭 cw // western , hollywood actor , manga

when you'll see Mads Mikkelsen but make it manga version https://t.co/tR5eeK7ep0",N
"💭 guys mau tanyaa

jadi di laptopku Microsoft store-nya hilang, itu kalo diinstal ulang di kang service bisa ada lagi ngga Microsoft store-nya?",C
"boleh saranin aku kado buat anak pondok ga? dia cewek, sender bingung mau kasih apa, terus ide yang gemes-gemes juga boleh. makasih yaa! 🤍",O
"🤍 guys aku kan b3li barang di t1kt0ksh0p, di track order apknya tuh stuck di jakarta doang dari tgl 29, tapi pas chat j n t nya paket aku malah bolak balik gini gimana ya, butuh bgt barangnya😭 https://t.co/f78qwkRFOC",C
"🤍 gais sorry tanya, kalian yang nge-ba terus ke wa, pakai nomor wa-nya tuh nyatu sama rl atau enggak?",O
💭 ada saran tempat liburan di malang tapi selain pantai?,O
🤍 ada yg mau dimintain tolong like komen post di instagram nggak? yg mau bantu nnti di dm ya. makasih banyak,O
"💭 lagi seneng main the sims 4 nih. kalian ada yang pake mod nggak? kalo pake, enaknya install mod apa ya biar lebih seru?",O
"💭 Kayaknya minggu ini bakalan terus ngerasa berat, bahkan mungkin sampai ujian selesai juga masih terasa berat wkwkwkwkkw. https://t.co/MfquESBSCv",N
(titip an) mini mal li ma ka ta 🤍 https://t.co/H9cp94dIxt,N
💭 Spill paketan kuota yang kalian pakai dan harganya dong https://t.co/lM5OLOur6r,O
🤍 seneng banget tugas gue kelar 1. lanjut tugas lain🥹,N
"💭 for nickname purpose, Akasia or Azura?",O
"🤍 kalo kalian disapa crush kalian ""hai ganteng/cantik!"" di jalan, kalian salting nggak?",O
What's after like 🤍,N
"🤍 Buat kalian yg percaya zodiák, knp kalian bisa percaya? Zodiák itu kan pseudoscience (ilmu semu, yg penelitiannya gk ilmiah). Dan kalau kalian merasa ""tapi zodiák ini cocok bgt sama sifatku kok"" itu namanya Barnum Effect btw. https://t.co/55x3r0hLaM",N
💭 penyebab lo ngucilin/mengenyampingkan orang biasanya karena apa?,O
"🤍 TW : PENIPUAN // BANK  

Udah berapa kali nemu orang kena tipu atau di WA sama orang yg mengatasnamakan Bank BRI tapi sampe sekarang kok ga ada ya Bank BRI coba ngelaporin ini padahal ini kan tindakan penipuan mengatasnamakan bank dan bikin kepercayaan masyarakat (cont) https://t.co/ahJ2hy0t9G",N
menurun ? Cmiiw.,N
"💭 Aku biasanya : gasuka masak, males cuci perabotannya. Mending order food

🧑: sayang, pengen deh dimasakin kamu

Aku yang bucinnya kebangetan : oke 🥰

Tapi bangga ternyata aku bisa bangun pagi, ke pasar beli bahan, sama cuci perabotan pas lagi sibuk sibuknya https://t.co/Y7FuZvd8Fj",N
🤍 menurut kalian driver ojol lebih suka dibayar cash atau non cash?,O
"💭 jaga kesehatan guys, sender sudah merasakan aura penyakit musiman 🥲",E
💭 currently on my lowest point dan iseng buka bukain folder word di laptop terus nemu ini 😹 ternyata aku bisa romantis sama diri sendiri juga ya wkwk https://t.co/h7sNtKAqFy,N
"HUAAA PUNYA SENDER UDH TUA BNGT, BINGUNG MAU NGPAIN LAGI,, KLIAN MAIN JG GA?? 🤍 https://t.co/3Rs8Ss6HgA",O
"🤍 sorry gais mau nanya, detail&amp;activity di gdrive tuh gabisa kita hapus ya??? gaenak bgt liat nama aku ngespam gitu disana😭itu bisa di liat sama orang lain gak si?? plis kalo bisa malu bgt:’)",C
"🤍 kosan aku bekas orang Bund1r 🥹😭
Takuttt🥹😭😭😭😭😭",N
💭 SPILL GUYS! Kalo bisa yg tahan lama dan wanginya gk terlalu strong https://t.co/m6Fpu7NFxh,O
"🤍 [titipan] Halo, aku Co-Ass FKG dom Jakarta Selatan cari pasien yang ingin dipakaikan behel lepasan secara GRATIS (semua tahapan perawatan gratis) dengan syarat gigi dewasa tidak pernah dicabut dan bersedia untuk datang setiap jumat ke RSGM Moestopo Bintaro, kalau ada (cont) https://t.co/Tn8knoJ9sD",O
yang minat reply ya,O
🤍 Mind blowing 😭🤌 https://t.co/ceZwD2rnI3,N
"💭 kalian ada ga yang kalo pas cuaca dingin, tangan sama kakinya kerasa pegel-pegel gitu? itu kenapa ya🥺",O
"💭 so, how was your October guys?",O
🤍 serum kalian ada serum pagi &amp; serum malem atau pagi malam digabung?,O
🤍 saran lagu thailand yg enak dong guys,O
"🤍 NOTIS AKUUUU, tanda baca di ig bisa diilangin ga?",O
Apa hukuman terbaik buat orang yang selingkuh dan selingkuhannya yang temen kita sendiri? 💭,O
💭 nonton midsommar sendiri yay/nay?,O
🤍 li ma ka taa https://t.co/CoPYiIh2v0,N
"💭 memori hp aku penuh bangettt, kdang bisa sampe tinggal &lt;100mb, mending file""nya dipindah ke gdrive apa laptop ya?",C
"🤍 pacaran belum sebulan udah break aja, awikwok banget",N
💭 Mending beliin chicken bucketnya kfc atau chigo ya buat traktir anak kos? Enak mana?,O
🤍 kepengen adopt kucing tp gatau hrs adopt darimana... ada rekomendasi tempat adopt kucing ga? aku blm pernah punya kucing btw. tia♡,O
🤍 guys saran gift buat hari guru dong,O
Gimana kondisi di tempat kalian? 💭 https://t.co/3fQQj070yn,O
"💭 pernah ceritain impian kamu ke pacar kamu gaa? coba ceritain respon dia gimana, yang punya nya crush/ex juga boleh diceritain kok!",O
