content,sentiment
 guys yg tau nggak film korea cerita 1 keluarga ayah amp anak perempuan dapet undi jalan hawaii tp pesawat bajak gara-gara mata yg curiga si istri btw mrk 1 pesawat aktris plis bantuin guys cont,O
yg tau makasih,E
 jarak rumah kampus 8 jam tinggal rumah sepupu laku bantu makan gaboleh bareng ga berani ngadu takut ortu sedih tau anak bidik misi anak pulung jujur sakit cont,N
hati laku buruk ,N
gaiss sharee doa2 apa beneran hasil  https tco 0c5a7stpra,O
 tw  mentioning sexual harassment  leceh seksual seriously asking cewek rumah pake kaos lengan pendek celana paha  boxer  celana pendek  hotpants gak salah wajar pas pake pakai kayak gitu cont,C
leceh salah pakai teras rumah ganti pakai yg tutup,C
 survey bayar yg masuk paypal aja ya yg bener2 works udah coba tpi blm ,O
tau resto kue bolu pisang molen kota macem-macem jenis goujek ga daerah jaktim stok kalo ken nyemil nih gatau toko  ,O
 guys rekomendasiin laptop aman ga lot dipake smt 1 sampe lulus help sender please thanks,O
 yg maen game landlord sim gak nnya pls ak bingung bgt bangun belah ya bikin tp bingung lahan nyaa ga tanda https tco opix8k2btb,C
 saran baik https tco adzh9zn6du,O
 guys tolong bantu jwb ya https tco je0jkj3cmy,O
line clone in beda nomor line nya gabakal kenapa ya ,O
 guys jadwal giat diet - tia,O
 cht sender save crush titip https tco ckqmiiofl2,N
 glowing minyak hehe,N
gimana sih ga gregetan temen telmi parah ,O
 halo tolong bagus ya kiri kanan timaacii https tco mvd98jwigt,O
 cw  lgbtq apakah yg bi banyak end up nikah lawan jenis karna pilih yg masuk akal gak ngerepotin gak sih gitu kayak,N
 tau kalo sahabat gw suka crush gw sahabat gw gatau kalo gw ngecrushin orang gw tetep support hati hancur remah,N
 ngajak eh lu gamau ketemu gue ntar bulan ga ketemu temen cowo diam crush ga tara gimana ya  help takut banget kangen ntar beda negaraaa ,N
 gaji bank bank pergi,N
 info kos rekomended daerah tebet pria  campur range 1 - 13 jt bulan makasih ,O
guys jd blm kucing matiii trs nangis2 dpn mama akutrs ngatain tibang kucing doang nangislebay trs ngambek marah sm 2 gasuka dikatain kaya gitu trs gamau ngomong sm dia trs kmrn tbtb cont,N
kamar bawa kucing yg bgt kucing yg udh mati biar ga sedih lg aneh bgt gasih  ,N
 saran yearbook yg kocak pake bahasa inggris,O
 pro kontra kalo anak ngelakuin salah orang tua hukum henti uang saku nya,C
 yg tau info jual motor matic  second gak yg lengkap surat2nya kondisi layak dom bekas lg butuh bgt beli motor blm dana,O
 nonton ama temen mending yg ya guys thank you https tco wwgetlrwr4,O
 halooo tugas angket gform sosiologi butuh tanggap sedia bantu isi gaaa link nya reply,O
t i t i p a n ada yg tau nggk film https tco yhmolneosg,O
 produk shampo anti hair fall ampuh guys https tco qyu6mlwalv,O
 yg textnya ga https tco xjhxxcdvuq,O
 nomor w dijadiin nomor darurat temen sd p1njool kang pinjol nya wa  w trs sampe telfon posisi temen w yg pinjol ga hubung dr liat orang kaya ganggu bgt sumpaaah,N
 halo kasih saran bingung pilih kacamata les les ken banget  budget les udah kacamata nabung minus nambah udah ganti gimana ya ,O
 yg diet pake metode intermittent fasting puasa dri jam brp brp tambah olahraga ga,O
 umur 20 poni aneh ga si poni,O
 guyssss sorry nanya karna ga nemu jawab battery health ngurangin 2 dlm 7 bulan mas aman ga sih emg ngurangin 2 efek emg jd boros bgt sih batrenyaa,C
 gais gimana ngadepin orang suka cerita gilir cerita gamau dengerin,O
 guys yg pakek smsung a31 ga ya kamerany bagus ga sih,O
 ya allah neng anak rantau tbtb kangen masakan mang sm melayu udah cari cari gak nyesuain cita daerah tempatin tapi nemu resto jual identik masakan daerah cont,N
aku makan nang krn kangen enak bgt,N
 coty manis https tco kxhx4qk5r5,N
 gimana bikin alis yg mulus kalo ngalis liat bulu alis sekali ga liat ketebelan,O
 ngerasain ngga stay safe yaaa https tco uxhikax1ta,O
 dm tiktok klo read tau read ga tau tiktok fitur dm wkwkwk makasihh,O
 happy birthday clarissa clrsspwn wish you all the best,E
 yallah ken ngerasain menang giveaway aja,N
 cw  western  hollywood actor  manga when you ll see mads mikkelsen but make it manga version https tco tr5eek7ep0,N
 guys tanyaa jadi laptop microsoft store-nya hilang kalo diinstal ulang kang service ngga microsoft store-nya,C
saranin kado anak pondok ga cewek sender bingung kasih ide gemes-gemes makasih yaa ,O
 guys b3li barang t1kt0ksh0p track order apknya tuh stuck jakarta doang tgl 29 pas chat j n t nya paket bolak gin gimana ya butuh bgt barang https tco f78qwkrfoc,C
 gais sorry nge-ba wa pakai nomor wa-nya tuh nyatu rl,O
 saran libur malang pantai,O
 yg dimintain tolong like komen post instagram nggak yg bantu nnti dm ya makasih,O
 neng main the sims 4 nih pake mod nggak kalo pake enak install mod ya biar seru,O
 kayak minggu ngerasa berat uji selesai berat wkwkwkwkkw https tco mfquesbscv,N
titip an mini mal li ma ka ta  https tco h9cp94dixt,N
 spill paket kuota pakai harga https tco lm5olour6r,O
 neng banget tugas gue kelar 1 tugas lain,N
 for nickname purpose akasia or azura,O
 kalo sapa crush hai ganteng cantik jalan salting nggak,O
what s after like ,N
 yg percaya zodi k knp percaya zodi k pseudoscience ilmu semu yg teliti gk ilmiah zodi k cocok bgt sifat nama barnum effect btw https tco 55x3r0hlam,N
 sebab lo ngucilin mengenyampingkan orang,O
 tw  tipu  bank  udah kali nemu orang kena tipu wa orang yg mengatasnamakan bank bri sampe ga ya bank bri coba ngelaporin tindak tipu mengatasnamakan bank bikin percaya masyarakat cont https tco ahj2hy0t9g,N
turun  cmiiw,N
  gasuka masak males cuci perabot mending order food sayang ken deh dimasakin kamu aku bucinnya banget  oke tapi bangga bangun pagi pasar beli bahan cuci perabot pas sibuk sibuk https tco y7fuzvd8fj,N
 driver ojol suka bayar cash non cash,O
 jaga sehat guys sender rasa aura sakit musim ,E
 currently on my lowest point iseng buka bukain folder word laptop nemu  romantis ya wkwk https tco h7sntkaqfy,N
huaaa sender udh tua bngt bingung ngpain klian main jg ga  https tco 3rs8ss6hga,O
 sorry gais nanya detail amp activity gdrive tuh gabisa hapus ya gaenak bgt liat nama ngespam gitu sana itu liat orang gak si plis kalo malu bgt,C
 kosan bekas orang bund1r takuttt,N
 spill guys kalo yg tahan wangi gk strong https tco m6fpu7nfxh,O
 titip halo co-ass fkg dom jakarta selatan cari pasien pakai behel lepas gratis tahap awat gratis syarat gigi dewasa cabut sedia jumat rsgm moestopo bintaro cont https tco tn8knoj9sd,O
minat reply ya,O
 mind blowing  https tco cezwd2rni3,N
 ga kalo pas cuaca dingin tangan kaki rasa gel gitu ya,O
 so how was your october guys,O
 serum serum pagi amp serum malem pagi malam gabung,O
 saran lagu thailand yg enak guys,O
 not akuuuu tanda baca ig diilangin ga,O
hukum baik orang selingkuh selingkuh temen ,O
 nonton midsommar yay nay,O
 li ma ka taa https tco copyiih2v0,N
 memori hp penuh bangettt kdang sampe tinggal lt 100mb mending filenya pindah gdrive laptop ya,C
 pacar bulan udah break aja awikwok banget,N
 mending beliin chicken bucketnya kfc chigo ya traktir anak kos enak,O
 ken adopt kucing tp gatau hrs adopt darimana rekomendasi adopt kucing ga blm kucing btw tia,O
 guys saran gift guru,O
gimana kondisi  https tco 3fqqj070yn,O
 ceritain impi pacar gaa coba ceritain respon gimana nya crush ex diceritain,O
 peluang 5 diizinin nonton konser 95 ga diizinin n diceramahin abcdxyz mending ttp nyoba izin yaudah terima ga nonton tp pgn nonton all akomodasitiket pake uang jgn saranin ga izin ak dr jkt  takud knp2,C
 suka beng2 oreo ges https tco 31cazxspez,O
 spill parfum yg wangi nya teh gitu seger ga bikin pusing indoor outdoor,O
 klen prefer tsb or dufan ges knph https tco memxwnd3sd,O
 ya bgt akun rl dm gak follow base rl yg gin gak,O
gatal2 gak sih kulit abis main kucing ngadopsi rapi maju mundur takut alergi ga smpe bersin2 sih ,O
 saranin novel basing yg unsur islami dong,O
 pandang please pake bahasa salah ga sakit hati kata ikut ukm sastra gitu kemarin tuh rangka ngerayain bahasa suruh 3 puisi kirim cont https tco jca3hkzvwy,N
urus tanggap paham maksud biar puisi kembang bilang ga niat jelek bikin down banget takut bikin puisi chat berani buka 3 kemarin uts takut cont,N
ngeganggu fokus,N
 indonesia won best national costume at mister international 2022  https tco hhva6vs3b4,E
 maaf ya kalo sebel gue jg benci sisi gue yg yg sampe ngelakuin bodoh biar puji orang  https tco ui1mlty1sa,N
saran lagu love myself ,O
 titip saran kalo posisi sender https tco m0o2ysqfmo,O
 bosen banget panas pula saran bikin minum seger,N
 rumah serangga kecil2 trs loncat cepet bgt gitu gaaa kalo dipites darah tp kutu rambut yaaa gatel bgt kalo gigit trs ngebekas,O
 temen kemarin konser gak si sg penuh clip konser gue ngerasa kudet bgt,O
 gua butuh topik chat dia,N
 tolong kasi tau sender akun ig twttr yg suka kasih info konser festival musik doong makasii belum,O
 yg beli tiket cerita cinta raditya dika pas mesen tiket formulir aja nama mes,O
 takut ga dapet ptn takut prospek kerja takut ortu gapunya biaya,N
 tolong sender naksir stranger ,N
 gais pls ngatasi kek chatan elite rl ngobrol sulit kek tau gue tu nama tp kek wkt ketemu tu bingung jd pls tolong bgt kek ngajak ngomong duluan gmn tktnya bomat  ngehindar gitu malu,N
tas kayak gin abis cuci langsung ngeras kuning gimana ya balikin kayak tt  huhu sender abis cuci langsung ngeras sender pakein sikat gigi  https tco h03jrqls9v,O
 asa dpr indo 1 deh korea 5,O
 sender newbie dunia kerja sebutin istilah yg dunia kerja terang sender jg tau beda interview user sm hrd,O
 what do you think about orang kerja sales,O
 sender mimpi malem gendong bayikkk rl gaseneng sm bayi gitu tp pas mimpi ya allah neng bgtt gemesh trnyata sm anak ,N
 coba spill lagu jaman musically inget,O
 permisi yg profesi guru honorer tolong sender cari responden teliti skripsi thank u https tco wwjsxh4laq,O
 sender ajak tabib  dipijet biar mata sender ga minus sender hrs stuju engga ya,C
 karakter anime ya yg bagus dicosplay temen sender yg hijab,O
 gess tenggorok sakitharus  beli minum ya indoapril tenggorok sakit ,O
 yg ciwi2 ga sekolah pake kutek bening,O
 sumpah dunia skrg udah gila tau bgt kalang anak smp skrg udah jual perawn beli iphone itutuh sklhku speechless banget nakal batas nonton bl ngutang pake spaylater gitu cont,N
sampe kayak gitu bingung banget senolep sampe gatau kayak gin pantes aja temenku bilang polos,N
suka chatan vn an ,O
 klian kesel gksih liat trending yg muncul beginia smw https tco 5bs6hdlj9b,N
 abang nya ga main main kasih keriuk lt tahu nya beda plastik gt https tco rbeuadfepn,N
cw  harsh words kasar pedeef banget ga tuh  https tco 1ozkkavywh,N
user iphonee 7 ip 7 enak dipake ga si reviewww dongss ,O
 semangatin sender sender sekolah lemes bgt,N
 rencana reuni temen saran reuni dongg kalo yg dom bekasi-jakarta makasih,O
 anak kos yg duidnya udah habis tp takut ortu saia kack ,A
 guys udah nonton konser tennis indoor blm tribun tetep liat ga yah artis,O
 guys kalo reapply ss cuci muka ngga,O
 kalo bias ambil temen gimana bener2 kek sengaja banget manas2in,N
saran merk powerbank yg oke konser klo kapasitas 20000mah berat bgt ga ya hpku ip 11 makasih yg udah saranin ,C
 iphone 13 pro max or iphone 14,C
 anak kos juta habis minggu,O
 makan rambut nenen tim mana a kerupuk doang b gula doang c kerupuk amp gula mkan bareng d kerupuk amp gula pisah e https tco iaqtqjircf,C
 suka baca webtoon gak,O
lg bellli ip second enak nanya ya bingung ,C
 pas daring ngehindarin tugas video skrng pas ptm ngehindarin tugas kelompok,N
 halo butuh konseling psikolog offline tp kendala biaya ikut yaa teman2 bantu share yuk https tco az62kw61xi,E
 hi yg jaklingko gak ya pakai kartu flazz gak ya pakai kartu jaklingko nya makasih,O
 gue hri ultah kn yh ucapin dnk maw mnta rekomendasi hrus order minum ap gt yh sbgai kedok self reward krna bs smpe umur sgni ap gais kasi sy saran,N
 https tco yrr3dfyxia,O
 meme ana dugong kuning guyss trimaacihh https tco idyguqlovt,O
  anak ken panggil anak,O
 saran drakor guys udh gak nntn ,O
 pdf buku gaa nyari buku pdf gitu mana ya https tco gpussrvmun,O
 gimana ya crush cuekin hari cuekin 2 pas balas gak balas lagi,N
 kucing takut timun ga,O
 sedih banget pacar gak bales chat udah jam jam ngomong serius gak tenang banget on mulu ig pikir mana,N
 pacar nggak dibales i love you nya suka protes nggak https tco cgiefnp6po,O
 confess crush virtual gimana ya,O
i think i ve seen this film before  https tco 8on1z8bswj,N
 cowok peka nyebelin bet dah ya kemarin gebetan gua ngintrogasinya kek org yg ngegodain tatap titip https tco 6op55c6tjb,N
 crush suka temen aku mundur,N
 ayooo anak muda lupa doa ya putus asa percaya imani kuasa balik doa  tuhan yesus tunggu god bless you,E
 kalo cemburu does that mean i havent moved on yet ,N
 gapernah ngerasa dibanggain pacar sedih ga si gue yg salah pilih kali ya,N
 tw  mention of cheating  selingkuh kata pacar hubung romantis ngechat lawan jenis selingkuh ngechat kayak pamerin romantis ngechat lawan jenis bilang pacar lucu banget cont,N
 guys paket ind sat tuh bel paket murah tuh sender ken beli cuman 3-5gb 30 ga nya hari tia ,C
selingkuh curhat gitu orang milik hubung gak hubung gitu,O
 jam gin enakny makan  tia,O
 bahasa inggris ayam suwir suwir ayam yaa terima kasihh ,O
 selamat sore   cari temen hehe  orang 1 bawel 2 suka ngomong 3 suka nonton drakor anime tiktok 4 suka bengong  segitu yah  nggak temenan aku https tco jefzaszyll,E
 mutualan ig rl yuu drop link yaaa,O
  dapat gimana cewe confess duluan cowo sender confess ragu,O
 neng gak,N
 guys insyaallah rantau rumah kucing ken open adopt,O
 pap gapernah post samsek tu si,O
 crush sender tdi ngeliatin sender tanda naksir ga sie sender,O
 gais help panik banget huaaaa siang tu uji website kampus down temen dikabarin menit bales chatnya webnya dah langsung ngerjain tapiiii lupa cont https tco ag1zadjaqh,O
ngabarin  sebenernya grup ngabarin kalo web udah arsip kontak gatau si grup iya ngga kalo beneran ga ngerjain uji susul ga kabarin gimana dongggg cont,N
tanggung udah okein tolong banget kasih saran plissss ,O
 tugas henti ngejar gue gak gue suka cowo kipop lu,N
 senin knp ya sial trs ,N
 kek gara2 downgrad3 apk g0jek bs combo voc goput udh didenger g0jeknya deh wkwkwk udh update btw versi yg 4500 https tco mzim1f4xcm,N
 skrg udah 20 thn ttp jatuh cinta yg kesan tuh pas sd telpon ketawa-ketiwi main bareng seru2an nunggu esok tuh excited bgt ngobrol random ttp ketawa skrg pdkt cowok hambar gitu2 aja aneh gak sih aneh ya ,N
 cowo sebel ga si kalo cewenya abis ngasih pap foto bikin sw instastory si cewe,O
 guys uas pas sekolah trus udah siap kalo sender sie dh yh,O
 kalo dokter trs kasih obat racik kalo alergi kambuh pas obat abis dlm itungan wajib dokter lg resep gmn,O
 guys open adopt kucing milik suruh bayar gimana ya kalimat jangan salty ya,O
 kak rahmat gue uda bbrpa have a crush on u tpi gue bru tau klo trnyta lo uda cewe,N
 kasi ide virtual date tia,O
 buka hati orang deketin gak tau confess gimana moga dua,N
 yg bikin ngecrushin,O
 cw  food roti bakar harga 25k dapet 2 roti pake roti tawar klean murah mahal,O
 makan mie yes no,C
 emang kompetitif bgt bpk sy https tco 9bokn3a3qr,N
 suka cowo pinter pas udah dapet insecure ngang ngong,N
 gue kesel bgt sm org kek gin asli https tco s6gdxndr7l,N
 sender ketemu crush pagi sampe sore ngobrol sjshskaj gt lt,N
 au angst sad bangett dong ken nang habis stock au,N
 tolong saran ya teman bingung banget terima kasih https tco rexa7fld8g,O
 hidup flat aja ya gak semangat ngapa ngapain gak ambisi gak enak hati bawa cape gak ngapa ngapain asa cape ,N
 saranin webtoon karakter cewe cowonya poni kek anak remaja,O
 capek bgt packing barang sendiri pindah kos,N
 kalo jam gin cocok gak kalo sholat taubat bagus jam ya,O
guys klo senam wajah doang tnpa pake guasha bikin pipi jdi tirus ga ,O
 duit jajan abis ,N
 tanggal ya nya desember https tco oaosapgzhu,O
 coba ceritain giat pas sd pagi sampe malem,O
 jujur s affiliator bingung promosi gimana orang awam mau promosi gimana semangat yaa affiliator nambah duit tabung https tco qljssbn3k7,O
 last day in october drop foto jepret liat donggggg https tco kwrbeqargz,E
 please normalize beli kue ultah tadi pas beli kue mbak senyum pas toko mbak ketawa temennya gatau senyum ramah senyum ngejek ngetawain yg beli kue hbd to me ,N
 ya allah sekolah gw razia isi hp,N
 suka pedes manis sih pedes ,A
 saranin buah tangan jenguk nenek bingung bawain kali pergi kampung ,O
 kalo gimana yg dilakuin pacar salah lost feeling https tco it1mx6i3qz,O
 guyssss mata minus 025  silinder 025 kanan kiri ga ganggu sebenernya pake kacamata ngga ,C
 guys laptop keyboardnya lampu gitu kisar harga ya,O
 gimana ngatasin kangen ex ya kangen mantan tp udah bener lost contact,O
 guna hp xiaomi tunjukkin font hp mu yg lucu,N
sender lg sakit gk makan pedes enak makan ap yh ,N
 gara-gara nama cowok kali biarin aja dah panggil mas capeeeek https tco vkjsyek5za,N
 ahmad gweh lw mending diem aj dh https tco ojmtyqzw8x,N
 li ma ka taa https tco h95kd0w3wn,O
 mending yg ya guys klo yg tolong revi3w https tco udjvuoqw81,C
 halo halo temenan yuuuk small acc get a freepass reply ya,O
 guys bahasa inggris nya tumbuk biskuit halus apaa makasii,O
 haloo temen temen make in ear monitor gak ya tolong rekomendasi reviewnya terima kasih,C
 udah sadarin story nya ngebucin cewe tetep aja ngecrushin,N
 ya guys makasih belum https tco mnrsw3mkvm,O
ambil ga ya gais  https tco tcdarlmqf1,O
 ngetik doang ngumpulin nyali dulu https tco m9om465mir,N
 spill ayang fiksi mu https tco 2akfd9ohuz,O
 emaknya rafatar cantik banget pas https tco xd0ukbx86e,N
 ngaji mam permen https tco wwpdfo5lla,N
saranin kado wisuda pacar bunga makan gitu-gitu kado simpan dipake makasih ,O
 cakeyanin kakakkk semangat yaa sidangnyaa moga lancarrrr anw halo tolong semangatin kak anin makasih orang orang baikk -dimsum lt 3,E
 kata mantan sampe lo lakuin,O
 murah alf4 ama indo ya km,O
 halo tolong rekomendasi novel wattpad anak sma yg seru happy ending saran author yg terbitin novel novel remaja  thanks all ,O
 please rem jam 1 malem keponakan mas tk rumah diem diri teras abis gedor gedor pintu pas gak diem aja kakak bawa dalem ,N
fansign jaehyun kasih letters saran kata2 letters nya ap ,O
 gimana tolong bahagia ya https tco mnmonyrwwz,O
 guys tidur biar ga ngorok gimana ya malu bbrp study tour temen thanks in advance,O
 ti ti pann https tco t09q37hjmy,O
 halo besok young royals season 2 tayang sistem n3tflix nya lngsng full eps satu gitu ya yg tauu thanks,O
 aja ya orang https tco ohtwfg2f8b,N
 temenan akuu yuk i m unlabeled,O
 lupa cowok cewek kpop kerja sibuk true or false guyss ,N
 guys sender ngekos bandung udah abis 24jt anak kosan gin tuh boros ga ya,O
 kadang suka mikir ga pantes temen ya gagal teman,N
 tolong not sender ya terimakasiiii https tco slld0ibqhq,O
wkwkwkwk 300k bulan centang biru  https tco uu5ywr0ttw,N
 gemes ngga sih kalo yg ngetik nggak singkat gin https tco cwabmfz1ki,O
 yg ig nya ga lgi eror kah ,O
 panik up story takut isi bikin nyesek wkwkwkw,N
 cw  death cw  itaewon td nyerita mamah berita ita3won 1ndia mulud jd berita yg ga enak ya kalo mulud jgn kemana2 tp wallahualam k3mati4n tuhan yg tahu,N
 yaallah sadar bibir gue gak simetris nyesel tidur miring mulu,N
 bilang october,O
 halo ajarin bikin kkt,O
 nge-charger baterai sisa persen jaga baterai health hp,C
 langsung speechless  https tco d6mlwnypkt,N
 kalo hts-an langsung silent treatment gapapa ,O
 hapus data vsco login gmail foto nya ngga sih,O
 baca uname ig beliau gimana ya guys https tco httve8ypdp,O
 orang negeri base twitter kaya indonesia ga sih gais,O
 gimana cape ngga  ur doing well today,E
 i don t wanna d1e i sometime wish i never been born at all,N
 tau ga arti tulis baca hangulnya makasihhh banyakkk https tco v4990yvcss,O
 spill  - wifi ken pasang wifi rumah cari referensi duli https tco ob3kkguqln,N
 lirik lagu nya gaes  https tco bjtyz3bv6y,O
guys mw bantuin ak ngisi angket gakk nnti l1nk ny ak taro rep mangkasie  ,O
 yg ngirim mf nimbrung ngerep sayaaa,A
 bitt3rsweet colab vas3line bentuk gemes banget woyy syg banget makan https tco rfwv6ayijf,N
 mama bilang dik ga masuk males ajar susah payah beasiswa sekolah anggap gabisa apa banggain mama wkwk kakak ku skrng anggur tp rumah jadiin raja cont,N
aowkoakwowk adek ku manja bingung sampe skrng nya hahaha sumber duit kah,N
cowo ngeselin dunia alam semesta kelas gwehj puk pukin gwehj pas sakit kepala alias wowwww ni cowo ksurupan jin yachhh ,N
 titip cw  kpop yuk yuk tau ketemu km ayok komen dn sapa mutual4n https tco wx2jzkbel5,O
 guys saran oleh joger sandal yaa,O
 gue screen record yt laptop pake windowsg pas udah selesai record ga suara ya guys,O
 hmm curiga cwo spek hilmy https tco 3ygdiq8vuc,N
 cepat kecuali nunggu 3 menit jam 1947 pas ngirim menfess d,N
 princess https tco tulgba8m5s,N
 guys maksud ya kemarin update takut  https tco tlolbxazfg,O
 sedia bantu like tugas tikt0k dm yaa barter tugas jg gapapaaa thank you,O
 unlabeled and rant ayo mutualan,N
 2023 puasa ya,O
 yangg udah update ios 16 battery health nya turun bgt gaa update tp maju mundurrr,O
 nggak sih random nge dm mutual fangirl sksd kenal nanyain kabar gitu risih nggak dapet dm gitu,O
 log in ig gak gue kemarin gabisaa,O
 hiada yg bantu isi padlet ultah bestiku ngga tolong bgt mah,O
 gapapa ngeluh tp kalo emg gakuat ceritain aja ya dipendem sndiri,N
ayo cerita yaa sender lg posisi putus minggu tetep ngehubungin mantan balik  https tco xmaqdkqexb,N
kirakira si fuze sedih gak ya  https tco ccjgahwlhb,O
 i love him but,N
 yg nyiptain tugas kelompok sih,N
 yg tau baik akun ig yg kesuspend gak bantu pls,O
makan daging babi kayak gimana sih kalo dibandingin daging ayam sapi kambing gitu daging ,O
ring ring  do you mind to be my friends a little information about me 1 i m a rp writer 2 taalkss a lot pleathe drop a topic or a simple hi below 0 lt ,N
 peluang 5 diizinin nonton konser 95 ga diizinin n diceramahin abcdxyz mending ttp nyoba izin yaudah terima ga nonton tp pgn nonton all akomodasitiket pake uang jgn saranin ga izin ak dr jkt  takud knp2,N
 good evening peeps since i m starting a new life i need a lof of friends who are willing to interact with me for a long time not just to fill up my dusty timeline i put my interest on bts txt animanga danmei amp ml i m also a casual listener of itzy nmixx cont https tco 7p08ydzysf,E
japan anime songs amp lagu lawas indonesia please leave a trace with your tmi or question to summon me i m already legal and use him as my pfp see you,N
 guys gimana ngajak mutualan anon jahat,O
 jaga sehat ya sampe sakit smgt,E
 hai kaya gin nggak ngembaliin foto video gimana ya google foto ngga https tco 6bj4tfyobf,O
 yg ig nya kesuspend cung ,A
 guys yg ip user instagramnya ga,O
 banding nang nyalahin kecewa sakit milih kuatin kasih ikhlas thp yg laluin alhamdulillah ringan,N
 gaes saranin film drama yg sedih,O
 tau balikin akun ig tangguh ngak ig banget data takut ngak ,O
 guys biar orang sabar gimana yahhh,N
temenku panik 1st acc ig nya kesuspend gak ya ,O
a casual listener of taylor swift here i m a guy with two water placement in my chart watches you and breaking bad and lately i m looking forward to chainsaw man oh i m a big fan of drake and abel tesfaye too big time wanna be my companion ,O
 guys freelancer design udah yg kenal tp jenuh bgt pake brandku yg kalo full re-brand nama yay or nay,O
 sender kelas xi sma ken nyoba cari cuan jual makan sistem preorder gituu mumpung sender tinggal kabupaten jarang kalo makan ya simple enak minat tiaa,O
 buka rek bc expresi yg ngga buku tabung worth it ngga ya,C
 guys ig suka gitu ga sih ig dri kmrin keluar buka,O
 gais ig followers nya turun drastis gak ig ku turun drastis nya aman dalem hitung menit kurang 10 followers followers kurang following ku ga kurang ya,O
help me sender pas buka ig tiba2 kaya gin akun ga ya makasihhhhh  https tco gstdnkrtdh,O
 gais jgn salty ya sender tdi uji trus kelas ngajak barter kj ajar yg beda sender langsung muncul ga nyaman gtu nolak yg gmn ya makasih banyak,O
instagram tiba2 nonaktif trs suruh masukin kode yg kirim email hp abis masukin ngga notif apa2 muter2 doang halaman diaktifin ,N
 manggil pacar  crush pake sebut ,O
 instagram bersih gimana sih ga ngapain overthinking anjir,N
 okt gin bgt liat crush foto sm cewe  masukin story judul laguny lover,N
 help cowok klo luk blkg tanda apaaaa salam pisah gue pas peluk gitu lgsg lepasin lari kabur krn salting bgt btw im 21yo https tco bd6dwp5ddm,O
 sender ultah udah ganti gaada ucapin sender balon balon pas buka accpun gaada gkpapa sih agk sedih dikit gin  hehehe,N
 tolong saran proker sekbid 10 timakasii,O
 kali belanja socolla gatau barang nya otw klik kah konfirmasi pesan klik nya pas barang nya udah https tco 4cs1ux8bp9,C
 suka sahabat lawan jenis yay or nay  trus knpah,O
saranin singkat nama kelas yg unik unik lucu tetep sopan xii akuntansi 2 doong pliss bgt kelas bikin baju sragaman bingung tulis  ,O
 kalo diinget sedih dikit sksk https tco tyjilpwpjj,N
 ya allah ayang cakep banget aaaaa,E
 cw tw  18 21 alkohol alcohol belum im sorry for asking udah umur legal do any of you have alcohol recommendations for beginner btw udah diizinin ortu minum  titip,N
 sffh mwu mwtwlan akun rant brisik,N
 folls sm following ig tiba2 kurang gakk,O
 context  tema tugas novel horror romance or slice of life,O
 oktober sucks,N
 drop photo dump yukk,E
 sih gais coba praktekin deh https tco udlxsc8cmn,O
 hmm hmm hmm https tco gymwmyghtb,N
 busett indihome deh faghhh,N
 wa cowoku ngomong gt dgn kondisi kmrn pake baju kemeja sm rok karna mamah tinggal jd ga mikirin baju gmna make yg gampang aja liat isi sedih si niat ngehibur yg hari tinggal mamah cont,N
 hidup kadang adil,N
 gais saranin sambel an anak kost,O
gmn ya   https tco ulazjfsqdm,O
 yg i g nya kena s word 1st 2nd gimana udh bom,O
 sie acara bikin yearbook mending ambil rundown tema ya,C
 hloe guise crush wibu kpopers bye oppa korea ak mw pacar cwok enimku tlg gais kiat2 mnjdi cewek enim,N
 sender join panitia trs tdi pas lgi encok nya ngurus tetiba ad kk panitia tamvan sender bru liat sihdia jrng kontribusi yh tdi brdiri dpn sender sngat pelukable pen back hug smbl blng bru liat kakak tamvan maybe jwb iyhsoalnya bru nyadar ad kmu,N
 udahan sih acara kue sus nya  takut banget tidur was was,N
 wta wta pls serius only sender cwe bgt panggil bot sm temen ni mksdnya bot tuh ya pls yg jwb bonceng ,O
 nnn serius nanya,O
 say you love me,N
 titip ges https tco tgafaevcrs,O
 wanita muslim lelaki rumah ngajak ta aruf gak posisi single kalo yg,C
 haloo teman dump a cc ig drop username aja ya samperin dm make sure to check ur dm afterwards ok,O
 pap chat terandom doi xixi,N
 rasain kalo jodoh orang alias blm ketemu skrg,O
 lolos prakerja yaa trs udah beli latih abis liat latih nya sblh yaa maaf gatau ,O
ga random ngingetin mantan ,O
 kalo nawar gin gimana wajar ngga 85 btw https tco lkar5cvmfm,C
 udah ya akun nya followers ku udah,O
 good night,E
 ga basa-basi salam kenal nanya gue lha ngechat gue  https tco hpcsbd26pm,N
 tugas kelompok hapus anggota kelompok beban banget taiii,N
 mager bgt,N
 enak gmn ya klo ganti apk tu kesan rugi bgt aku gapernah makek  https tco b5rhw3jtjf,C
 ga jebak gaul yg suka bikin lo ngerasa si salah  dr orang2 gimana,O
leaked baru samsung s23 series belakang polos banget   https tco isr3xxed3j,N
 guysss sender tolong bantu like komen postingan ig tugas sender gak banget nih ,O
 tim yg dik https tco miyjyf8oxj,O
darlin your love language is blocked me right ,N
 yaa bingung https tco yygmfxf2iw,O
 icad temen sender bkin status ginian orang kenal kah sender kaya goa https tco tho79oxkia,N
main cowok org ga ngasih tau klo udh pacar cerita cewek dikasiani ngomong gin gatega sedih bgt hilang arah kudu gimana ya  titip https tco r9c4jm8fxw,N
